,g_id,mass,redshift,h_mass,central,galaxy_id,disk_sersic_index,sphere_sersic_index,disk_axis_ratio,disk_half_light_radius,sphere_half_light_radius,disk_mass_stellar,sphere_mass_stellar,sphere_axis_ratio,host_halo_mass,position_angles
50594669,6000306335.0,1079655040.0,0.4582096981968151,13145759285248.0,True,6000306335.0,1.0,4.0,0.41406869888305664,2.8621570039154027e-15,1.3280304678074569e-15,992641152.0,87013904.0,0.8855341672897339,13145759285248.0,4.184415058894029e-08
50595215,6000307850.0,21935448064.0,0.4494908097254191,20898251800576.0,True,6000307850.0,1.0,4.0,0.9694046974182129,4.167489836050936e-15,2.7306187747425923e-15,12022663168.0,9912785920.0,0.9560864567756653,20898251800576.0,6.077062367464871e-08
50595806,6000309818.0,3604062208.0,0.45210041595406114,5425568677888.0,True,6000309818.0,1.0,4.0,0.2757875919342041,4.297305867491034e-15,2.181007616845664e-15,933900672.0,2670161664.0,0.6583606004714966,5425568677888.0,2.6472654950915457e-07
50596458,6000312708.0,3801803008.0,0.4510772007488839,1112457216000.0,True,6000312708.0,1.0,4.0,0.38684967160224915,5.9802084752291275e-15,2.603227955782064e-15,2772428800.0,1029374336.0,0.9019515514373779,1112457216000.0,4.0114027247748326e-08
50597032,6000314863.0,3764618240.0,0.4657332847199045,1764795613184.0,True,6000314863.0,1.0,4.0,0.7009599208831787,2.6724367827696728e-15,1.4902846119935351e-15,283953312.0,3480664832.0,0.8874384760856628,1764795613184.0,2.7781006573783822e-08
50597867,6000378176.0,45800726528.0,0.4739120944534485,76178207539200.0,True,6000378176.0,1.0,4.0,0.6587650775909424,1.2245879380122553e-14,5.998771857335482e-15,803558784.0,44997165056.0,0.9541234970092773,76178207539200.0,2.698629517365002e-07
50598535,6000381464.0,7185125376.0,0.4902117226414928,15538389516288.0,True,6000381464.0,1.0,4.0,0.9196644425392151,2.2051611666519054e-15,1.2804013243458357e-15,505204288.0,6679921152.0,0.9912253618240356,15538389516288.0,1.6653225701653816e-07
50599107,6000384789.0,2189384192.0,0.4741266194272151,4200296611840.0,True,6000384789.0,1.0,4.0,0.9550357460975647,6.925966551373169e-15,3.0998193345045343e-15,956945472.0,1232438656.0,0.9994397163391113,4200296611840.0,7.131706348285487e-08
50599676,6000443083.0,67585856.0,0.5357904787282224,19444197752832.0,True,6000443083.0,1.0,4.0,0.6644245386123657,2.7276358799684344e-15,1.3837784870902211e-15,21266174.0,46319684.0,0.9677613973617554,19444197752832.0,5.294940467091583e-08
50600303,6000445791.0,2790684416.0,0.5112826634275307,1003429494784.0,True,6000445791.0,1.0,4.0,0.4382307827472687,3.1623188809897087e-15,1.5940782250160397e-15,1904034560.0,886649792.0,0.9205418229103088,1003429494784.0,5.7939963184037204e-08
50600964,6000449481.0,44435952.0,0.5300807439751904,2197223899136.0,True,6000449481.0,1.0,4.0,0.600156307220459,2.6670058832261858e-15,1.0177685012122006e-15,27089932.0,17346018.0,0.9812198281288147,2197223899136.0,2.831498472625221e-07
50601588,6000452485.0,37352235008.0,0.5293448385157662,2141784375296.0,True,6000452485.0,1.0,4.0,0.9132106900215149,5.703829627746058e-15,3.53500796442255e-15,88014728.0,37264220160.0,0.9088792204856873,2141784375296.0,3.8858811864201835e-08
50602252,6000528871.0,408068032.0,0.5680131851728074,7223784767488.0,True,6000528871.0,1.0,4.0,0.9384089708328247,2.304598544267463e-15,1.0466074507967011e-15,366926880.0,41141160.0,0.9956768155097961,7223784767488.0,7.793970996718608e-09
50602857,6000531548.0,647058048.0,0.558792042924467,182694570885120.0,True,6000531548.0,1.0,4.0,0.7603970170021057,2.6875700054331194e-15,1.2446097617978453e-15,325345344.0,321712704.0,0.8852370977401733,182694570885120.0,2.3918013280796626e-07
50603499,6000535590.0,1695696256.0,0.5551235562201275,1254751993856.0,True,6000535590.0,1.0,4.0,0.3492029309272766,2.370883139500165e-15,1.2419701641412448e-15,329803392.0,1365892864.0,0.6190440654754639,1254751993856.0,1.410369693270379e-07
50604142,6000538544.0,5084334080.0,0.5613047102152904,17498683473920.0,True,6000538544.0,1.0,4.0,0.7428604364395142,2.78438180579464e-15,1.5258207349791822e-15,2825422848.0,2258910976.0,0.9761353731155396,17498683473920.0,3.4547609397632864e-08
50604818,6000542324.0,38696841216.0,0.5688054096449511,23497812213760.0,True,6000542324.0,1.0,4.0,0.5053059458732605,6.175531054452629e-15,3.817887108657481e-15,8214632448.0,30482206720.0,0.7008960843086243,23497812213760.0,1.602971247006621e-07
50605436,6000544812.0,18167072768.0,0.5652128988525149,13766549831680.0,True,6000544812.0,1.0,4.0,0.6341341137886047,3.4665601757578828e-15,2.0013085362952272e-15,628750016.0,17538322432.0,0.9309731125831604,13766549831680.0,1.4701709909501202e-07
50606194,6000631580.0,807205248.0,0.5862674401109347,3119302574080.0,True,6000631580.0,1.0,4.0,0.35754168033599854,5.103132718614557e-15,2.0276755320259943e-15,377864704.0,429340544.0,0.8377986550331116,3119302574080.0,1.3486100976055142e-07
50606794,6000634035.0,860003584.0,0.5975908154906031,2125152518144.0,True,6000634035.0,1.0,4.0,0.7277117967605591,2.5579201922045632e-15,1.2563889426563387e-15,349770272.0,510233312.0,0.9587817192077637,2125152518144.0,3.3498819058495956e-08
50607508,6000637436.0,2399311616.0,0.6076680060645281,43731231178752.0,True,6000637436.0,1.0,4.0,0.624743640422821,5.188131759595376e-15,2.2338100330805254e-15,2293111296.0,106200136.0,0.9711086750030518,43731231178752.0,1.1514496999250564e-08
50608145,6000640094.0,33256058880.0,0.615678034060587,2734949138432.0,True,6000640094.0,1.0,4.0,0.34918421506881714,7.020294546553955e-15,4.513935596401745e-15,3135838208.0,30120220672.0,0.6050513982772827,2734949138432.0,2.831242456887625e-07
50608769,6000643299.0,1521549952.0,0.5834731415836434,5697241612288.0,True,6000643299.0,1.0,4.0,0.9523342847824097,2.47116700144849e-15,1.280934877200686e-15,117283376.0,1404266624.0,0.9781685471534729,5697241612288.0,1.5107655481227243e-07
50609404,6000646302.0,1119104768.0,0.5842839733757186,16329158426624.0,True,6000646302.0,1.0,4.0,0.8961715698242188,2.6546876853891015e-15,1.262384343884785e-15,967877184.0,151227616.0,0.9659640789031982,16329158426624.0,1.2797155459717567e-07
50610037,6000648899.0,2565665280.0,0.6131661808246593,966471122944.0,True,6000648899.0,1.0,4.0,0.5267578363418579,3.1894387319839823e-15,1.5739148577907608e-15,1968764800.0,596900608.0,0.947736382484436,966471122944.0,2.2387306058958643e-07
50610743,6000651857.0,22070929408.0,0.5913119612248929,3481481773056.0,True,6000651857.0,1.0,4.0,0.9467379450798035,5.780988093980907e-15,3.0432011185451476e-15,9040856064.0,13030072320.0,0.9702641367912292,3481481773056.0,6.510555578523583e-08
50611404,6000751753.0,3866984192.0,0.6542198976088696,10189613826048.0,True,6000751753.0,1.0,4.0,0.23516279458999634,1.6080634492307041e-15,1.0053093174401638e-15,1938786048.0,1928198144.0,0.48532432317733765,10189613826048.0,1.7901472934851934e-07
50612089,6000755111.0,969092416.0,0.6540328515895917,899946053632.0,True,6000755111.0,1.0,4.0,0.878967821598053,2.018526296306532e-15,1.0180133342532192e-15,923731392.0,45361092.0,0.9863441586494446,899946053632.0,4.346036422526218e-08
50612751,6000758246.0,1487129984.0,0.6557103999287517,3180281724928.0,True,6000758246.0,1.0,4.0,0.6514239311218262,2.740437255855401e-15,1.3315494788910647e-15,174759024.0,1312370944.0,0.90057373046875,3180281724928.0,2.1129015891806905e-07
50613378,6000761368.0,32978237440.0,0.6294214395761497,1772187549696.0,True,6000761368.0,1.0,4.0,0.6162686944007874,4.096590941692133e-15,2.551224316419609e-15,44342552.0,32933896192.0,0.8088832497596741,1772187549696.0,1.7347883383796953e-07
50613994,6000763702.0,997024640.0,0.6447730767911541,1764795613184.0,True,6000763702.0,1.0,4.0,0.31396785378456116,2.69397761061961e-15,1.3177828053521502e-15,833729664.0,163294928.0,0.6462380290031433,1764795613184.0,5.169957571886593e-09
50614650,6000767259.0,6792570368.0,0.635083312459293,2193527930880.0,True,6000767259.0,1.0,4.0,0.30782225728034973,2.5076545786769746e-15,1.4536236530726612e-15,3134718976.0,3657851136.0,0.7476791143417358,2193527930880.0,1.733296231214047e-07
50615300,6000770415.0,267739504.0,0.6406043981004619,2831037497344.0,True,6000770415.0,1.0,4.0,0.7498340010643005,2.52828544396596e-15,1.1125898356744662e-15,70286840.0,197452672.0,0.9049730896949768,2831037497344.0,1.1789618158385318e-08
50615791,6000870282.0,178459475968.0,0.6564640825812722,52881638031360.0,True,6000870282.0,1.0,4.0,0.8581275939941406,1.0085361144520552e-14,7.460621462832931e-15,2682639872.0,175776841728.0,0.9932182431221008,52881638031360.0,3.139937880645246e-08
50616404,6000872863.0,2675000576.0,0.6562669621624473,146856927559680.0,True,6000872863.0,1.0,4.0,0.8397923111915588,2.7461124294715124e-15,1.4332894145356084e-15,2253977600.0,421022944.0,0.9290689826011658,146856927559680.0,1.140977133383798e-07
50616973,6000875109.0,266922592.0,0.6688224719159706,1417374597120.0,True,6000875109.0,1.0,4.0,0.9694423079490662,3.547190916606797e-15,1.486153518929672e-15,43540928.0,223381680.0,0.9897354245185852,1417374597120.0,2.053725997917548e-07
50617606,6000879219.0,1661595136.0,0.6578993081541937,3597896515584.0,True,6000879219.0,1.0,4.0,0.8340480923652649,2.0844201931903058e-15,1.1170084192212169e-15,1057306816.0,604288448.0,0.9901210069656372,3597896515584.0,2.1795852558739266e-08
50618322,6000883613.0,3582651904.0,0.697413532621127,20218338344960.0,True,6000883613.0,1.0,4.0,0.6032816171646118,4.0514548688453694e-15,1.8910476674754793e-15,3228582400.0,354069376.0,0.9154872298240662,20218338344960.0,2.87591646174001e-07
50618927,6000886321.0,13399708672.0,0.656170028690757,8755872268288.0,True,6000886321.0,1.0,4.0,0.9172256588935852,4.3678188035508265e-15,2.5027389695429177e-15,29213260.0,13370494976.0,0.9798070788383484,8755872268288.0,1.6026129238217598e-07
50619438,6000888871.0,1665465344.0,0.6563415569723854,95541128069120.0,True,6000888871.0,1.0,4.0,0.9496541023254395,2.328161836132473e-15,1.2309822766256598e-15,1036581952.0,628883328.0,0.9568554162979126,95541128069120.0,1.201636429751702e-07
50619964,6001001529.0,6138141696.0,0.7216079803267341,4170730962944.0,True,6001001529.0,1.0,4.0,0.7481880187988281,3.418920876648589e-15,1.816692108387771e-15,4632392192.0,1505749504.0,0.8555288314819336,4170730962944.0,2.4673584668768907e-08
50620588,6001004283.0,5279699968.0,0.6975548111226473,22476094439424.0,True,6001004283.0,1.0,4.0,0.6540712714195251,1.791913206709011e-15,1.1061707454397255e-15,4258322688.0,1021377600.0,0.9077266454696655,22476094439424.0,2.7859452168130184e-07
50621190,6001006860.0,11662222336.0,0.7251092721803165,26468738400256.0,True,6001006860.0,1.0,4.0,0.6336070895195007,2.949201141964132e-15,1.7868250282007676e-15,20985194.0,11641236480.0,0.9547045230865479,26468738400256.0,1.6742653283817569e-07
50621728,6001008829.0,246342304.0,0.7043232762539087,1781427470336.0,True,6001008829.0,1.0,4.0,0.13822217285633087,4.125821236095794e-15,1.599424133289363e-15,23427434.0,222914864.0,0.7159575819969177,1781427470336.0,1.7782456506799004e-07
50622414,6001012487.0,2545162240.0,0.7250124840215395,1389654835200.0,True,6001012487.0,1.0,4.0,0.4162640869617462,3.993591962309124e-15,1.9061901307128473e-15,2174092032.0,371070304.0,0.889621376991272,1389654835200.0,2.2245780756910498e-07
50623072,6001015748.0,3391844608.0,0.7063949523049982,41591142088704.0,True,6001015748.0,1.0,4.0,0.6172300577163696,1.853570473443431e-15,1.0827799199975084e-15,2529655040.0,862189696.0,0.8802494406700134,41591142088704.0,1.9194687256555713e-07
50623680,6001017912.0,10574845952.0,0.7221953179334273,30694178816000.0,True,6001017912.0,1.0,4.0,0.33283960819244385,2.1675416921323622e-15,1.4075212354083071e-15,104277064.0,10470568960.0,0.6077737808227539,30694178816000.0,8.022444655170425e-08
50624264,6001020247.0,894623872.0,0.7147618936858429,22191565438976.0,True,6001020247.0,1.0,4.0,0.7867348790168762,3.2556461267292153e-15,1.4568142023929006e-15,436195328.0,458428544.0,0.994917631149292,22191565438976.0,1.1477630331467492e-07
50624896,6001023836.0,3806604032.0,0.7122733872332936,1877522644992.0,True,6001023836.0,1.0,4.0,0.24563151597976685,4.729910907490896e-15,2.190732087046228e-15,74244448.0,3732359680.0,0.7150653004646301,1877522644992.0,1.0198816122755309e-08
50625435,6001025893.0,9352376320.0,0.7124477106831293,16005830017024.0,True,6001025893.0,1.0,4.0,0.801479160785675,4.194117996374859e-15,2.348192441842483e-15,331495840.0,9020880896.0,0.853496789932251,16005830017024.0,1.5101610939777803e-07
50626055,6001029069.0,1869476224.0,0.719173778619216,1191920533504.0,True,6001029069.0,1.0,4.0,0.16155694425106049,5.119871020527192e-15,2.253315297637575e-15,1400566656.0,468909504.0,0.634718120098114,1191920533504.0,2.498076525037261e-07
50626698,6001032046.0,25158948864.0,0.7209362409393851,23555087532032.0,True,6001032046.0,1.0,4.0,0.302712082862854,3.2286444607566335e-15,2.12926312519054e-15,158275040.0,25000673280.0,0.7895427346229553,23555087532032.0,1.6465590383700027e-07
50627141,6001158380.0,2280474880.0,0.7504485586491465,24879810215936.0,True,6001158380.0,1.0,4.0,0.6516979336738586,3.0336020636641945e-15,1.5581382651823888e-15,190172672.0,2090301952.0,0.8700928092002869,24879810215936.0,6.817953625232572e-08
50627676,6001159918.0,1658457472.0,0.7516343640631715,5091059826688.0,True,6001159918.0,1.0,4.0,0.9561967253684998,3.155049033691678e-15,1.4907637679539134e-15,237239440.0,1421218048.0,0.9904219508171082,5091059826688.0,2.316701638251796e-08
50628240,6001161301.0,1521366656.0,0.756675504812254,89600483655680.0,True,6001161301.0,1.0,4.0,0.735578179359436,1.9485916724595374e-15,1.0121236167395922e-15,735321536.0,786045120.0,0.8717190623283386,89600483655680.0,6.311993256827323e-08
50628826,6001163475.0,65545478144.0,0.7570856525224592,5721267109888.0,True,6001163475.0,1.0,4.0,0.7728050947189331,3.317198164989263e-15,2.6098827449270714e-15,10407013.0,65535070208.0,0.8349208831787109,5721267109888.0,2.2355934246325478e-07
50629439,6001165766.0,140536352.0,0.7514150216033191,23847006896128.0,True,6001165766.0,1.0,4.0,0.4759088158607483,2.5765560101229027e-15,1.1278612186720583e-15,128669360.0,11866989.0,0.7764396667480469,23847006896128.0,1.8602345670856618e-07
50629995,6001167321.0,17086216.0,0.7751253481986005,4654904639488.0,True,6001167321.0,1.0,4.0,0.16026191413402557,2.9649453163730963e-15,1.0902315472489912e-15,13428955.0,3657261.25,0.8479465842247009,4654904639488.0,2.1599543657416763e-07
50630587,6001169882.0,3638596864.0,0.7667910782575282,11540202782720.0,True,6001169882.0,1.0,4.0,0.682330846786499,2.7492302928370604e-15,1.4860363132022162e-15,1696307200.0,1942289792.0,0.8534087538719177,11540202782720.0,8.535633267132349e-08
50631198,6001172025.0,15983042560.0,0.7553139787835437,117327181905920.0,True,6001172025.0,1.0,4.0,0.8237344622612,3.409857361778523e-15,2.0644995264157904e-15,2119559424.0,13863482368.0,0.935905933380127,117327181905920.0,2.689107016947466e-07
50631803,6001174596.0,869946176.0,0.7531678962649924,2330269319168.0,True,6001174596.0,1.0,4.0,0.4613988399505615,2.8923479427594553e-15,1.365470641441497e-15,92233136.0,777713024.0,0.50340336561203,2330269319168.0,2.507446799881091e-07
50632388,6001176624.0,1869622016.0,0.7679536212759217,109982116741120.0,True,6001176624.0,1.0,4.0,0.11180321872234344,2.236046443141398e-15,1.156167068625143e-15,958071680.0,911550464.0,0.4081229567527771,109982116741120.0,8.894033059018927e-08
50633018,6001179204.0,109512130560.0,0.7661176986639961,2838428909568.0,True,6001179204.0,1.0,4.0,0.4389893412590027,6.12308099113157e-15,4.488574375781853e-15,188447296.0,109323681792.0,0.5324351787567139,2838428909568.0,2.672159071661861e-07
50633636,6001181381.0,468491232.0,0.7677085321682009,1851650867200.0,True,6001181381.0,1.0,4.0,0.8674862384796143,3.1676323294674697e-15,1.4002316057145007e-15,222387328.0,246103920.0,0.9769209027290344,1851650867200.0,1.316617273825073e-07
50634296,6001183866.0,23663222784.0,0.7624394142898203,267755223777280.0,True,6001183866.0,1.0,4.0,0.529461681842804,5.796005379176026e-15,3.2628223208144867e-15,132638568.0,23530584064.0,0.8027287125587463,267755223777280.0,4.0849568987485475e-08
50634910,6001186790.0,5565701120.0,0.7527762872508004,42721301495808.0,True,6001186790.0,1.0,4.0,0.9683769345283508,2.7450749321538176e-15,1.6411712010831427e-15,214281872.0,5351419392.0,0.9511861801147461,42721301495808.0,4.948687213373193e-08
50635537,6001189116.0,839257536.0,0.7555595352948221,3206151667712.0,True,6001189116.0,1.0,4.0,0.6358110904693604,2.8102295425203408e-15,1.353245641847647e-15,763239104.0,76018424.0,0.9146900773048401,3206151667712.0,2.2291618941434523e-07
50636143,6001191808.0,2758373888.0,0.7534966191048555,28453051039744.0,True,6001191808.0,1.0,4.0,0.2613266408443451,3.592909114359592e-15,1.7059449145688672e-15,28333992.0,2730039808.0,0.777739405632019,28453051039744.0,2.0961199552767486e-07
50636711,6001193689.0,9699936256.0,0.7694461581091965,49361681645568.0,True,6001193689.0,1.0,4.0,0.614305317401886,4.270047909249745e-15,2.2765737872129855e-15,419919232.0,9280017408.0,0.840986967086792,49361681645568.0,1.7816224142381972e-07
50637331,6001196876.0,8716968960.0,0.7648773346921411,2864298852352.0,True,6001196876.0,1.0,4.0,0.4385206401348114,3.413562603519829e-15,1.9423207417698606e-15,7181647872.0,1535320832.0,0.8564164042472839,2864298852352.0,2.4878806241516235e-07
50637971,6001198899.0,44453273600.0,0.7717844989584277,14967483924480.0,True,6001198899.0,1.0,4.0,0.2955065965652466,4.60829893884396e-15,3.058623451114773e-15,3799981.25,44449476608.0,0.6564406156539917,14967483924480.0,9.258437235446303e-08
50638638,6001201609.0,696352000.0,0.7395917322014836,6076105228288.0,True,6001201609.0,1.0,4.0,0.8586970567703247,2.287896759624065e-15,1.1256568284112977e-15,82543600.0,613808448.0,0.9582553505897522,6076105228288.0,9.567172816112572e-08
50639568,6001344086.0,16426206208.0,0.8076314307622523,38894296891392.0,True,6001344086.0,1.0,4.0,0.4183318316936493,7.309053551733117e-15,3.915451050243012e-15,15792294.0,16410414080.0,0.8516578078269958,38894296891392.0,1.3995263394576147e-07
50640197,6001347147.0,236519232.0,0.7999070153187839,4349972709376.0,True,6001347147.0,1.0,4.0,0.6097694635391235,4.378531018775417e-15,2.103047431300187e-15,83397136.0,153122080.0,0.9769510626792908,4349972709376.0,1.7759260640766613e-07
50640819,6001349318.0,21762791424.0,0.7797918005612188,41581893648384.0,True,6001349318.0,1.0,4.0,0.6376062035560608,7.591025415611952e-15,4.199669147609068e-15,90613032.0,21672179712.0,0.8069961071014404,41581893648384.0,7.18693012905849e-08
50641383,6001351923.0,4291134464.0,0.8200401317217154,1293559660544.0,True,6001351923.0,1.0,4.0,0.9897369146347046,4.619591569912181e-15,2.255087403608069e-15,18851682.0,4272282624.0,0.995725691318512,1293559660544.0,5.752709456126021e-08
50642088,6001356059.0,6713340416.0,0.8089143438441324,2241572372480.0,True,6001356059.0,1.0,4.0,0.3581205904483795,3.963958441726315e-15,2.0980226447150942e-15,3818495232.0,2894845184.0,0.6408039331436157,2241572372480.0,2.557271762295711e-07
50642754,6001359621.0,1094795904.0,0.8121962924430446,7312494297088.0,True,6001359621.0,1.0,4.0,0.6386615037918091,2.63891838222146e-15,1.3085137502814726e-15,984728128.0,110067800.0,0.8353419303894043,7312494297088.0,2.869343331813036e-07
50643404,6001362356.0,1170849408.0,0.804779898669991,1276927803392.0,True,6001362356.0,1.0,4.0,0.7056212425231934,2.355945538844899e-15,1.228100018203666e-15,479585536.0,691263808.0,0.9245347380638123,1276927803392.0,2.3634243559136233e-07
50643995,6001365095.0,14195164160.0,0.794367172987938,10718024826880.0,True,6001365095.0,1.0,4.0,0.9862634539604187,5.408415000707111e-15,2.7627174914410715e-15,72377504.0,14122786816.0,0.9635584354400635,10718024826880.0,8.670856405717105e-08
50644581,6001367652.0,28037212160.0,0.8132334227803177,7037125132288.0,True,6001367652.0,1.0,4.0,0.8327276110649109,1.1683860155590777e-14,7.635670603611621e-15,4662261248.0,23374950400.0,0.9629720449447632,7037125132288.0,9.440169487828808e-08
50645205,6001370464.0,1046824256.0,0.7822291595040913,6691527589888.0,True,6001370464.0,1.0,4.0,0.7910672426223755,4.7730455993296076e-15,1.955293525408816e-15,611504512.0,435319744.0,0.9887847304344177,6691527589888.0,2.1147381808426806e-07
50645807,6001372901.0,139719168.0,0.8162763038121668,3004735684608.0,True,6001372901.0,1.0,4.0,0.5122097730636597,2.527234342347334e-15,1.1342403115637432e-15,136009296.0,3709873.75,0.8534301519393921,3004735684608.0,2.0233356201317477e-07
50646474,6001376705.0,771875712.0,0.7829806729032438,1365631041536.0,True,6001376705.0,1.0,4.0,0.35671764612197876,4.055186365441022e-15,1.7576658446766747e-15,644878976.0,126996736.0,0.7252532243728638,1365631041536.0,2.862727203103878e-07
50647139,6001537056.0,149411408.0,0.8453071908114005,38705628708864.0,True,6001537056.0,1.0,4.0,0.9409615397453308,3.798053975477335e-15,1.5275673218779993e-15,103570848.0,45840552.0,0.9901257157325745,38705628708864.0,1.1998057998461498e-08
