,g_id,mass,redshift,h_mass,central,galaxy_id,disk_sersic_index,sphere_sersic_index,disk_axis_ratio,disk_half_light_radius,sphere_half_light_radius,disk_mass_stellar,sphere_mass_stellar,sphere_axis_ratio,host_halo_mass,position_angles
50786517,8690553655.0,47193192.0,1.1196444701917274,1228880216064.0,True,8690553655.0,1.0,4.0,0.8235953450202942,1.2011282888849204e-09,5.731018325576705e-10,9063.59765625,47184132.0,0.9946465492248535,1228880216064.0,0.0003377580090705655
50786835,8690555655.0,1494225024.0,1.1259215036266457,26742181855232.0,True,8690555655.0,1.0,4.0,0.6194831132888794,4.0524642959223706e-09,1.8059484314616498e-09,1205916288.0,288308640.0,0.8940708041191101,26742181855232.0,6.718041147523788e-05
50787156,8690557418.0,27291414.0,1.132667605656882,1814691184640.0,True,8690557418.0,1.0,4.0,0.9499546885490417,1.0677401435533531e-09,5.084802322017259e-10,17469074.0,9822341.0,0.9972853660583496,1814691184640.0,0.0008661812473596442
50787440,8690558514.0,468144000.0,1.1205949831101174,2420814118912.0,True,8690558514.0,1.0,4.0,0.16549646854400635,1.4770454621492851e-09,7.91445454109031e-10,211582576.0,256561392.0,0.6012382507324219,2420814118912.0,2.9036640462173264e-05
50787755,8690560623.0,9506028544.0,1.1334596354075086,2143632359424.0,True,8690560623.0,1.0,4.0,0.7427737712860107,3.4008898528635684e-09,2.238966000245136e-09,340522304.0,9165506560.0,0.8922684788703918,2143632359424.0,0.00019006255511505506
50788066,8690562062.0,75387312.0,1.1423605620872945,9675983552512.0,True,8690562062.0,1.0,4.0,0.46273091435432434,4.0890580337739363e-10,2.6433120297099906e-10,15286073.0,60101240.0,0.6604292988777161,9675983552512.0,0.00019945533526246533
50788369,8690563490.0,1556819712.0,1.1115666595397728,1195616501760.0,True,8690563490.0,1.0,4.0,0.7527368068695068,1.1371409275691441e-09,6.910488518390839e-10,15014945.0,1541804672.0,0.9898751378059387,1195616501760.0,0.0008695140051356927
50788658,8690564581.0,60957372.0,1.1494976970770194,1788819406848.0,True,8690564581.0,1.0,4.0,0.5287086963653564,4.103327250619303e-10,2.5962617749342127e-10,54959272.0,5998099.0,0.9066351652145386,1788819406848.0,0.0008994500098387999
50788945,8690566043.0,1613725184.0,1.1477450003065597,2655491457024.0,True,8690566043.0,1.0,4.0,0.8352800011634827,2.166195760106055e-09,1.2282321666332055e-09,72147504.0,1541577728.0,0.9043989777565002,2655491457024.0,0.0007393770421762572
50789252,8690567767.0,8395670.0,1.1121174079325358,14708821196800.0,True,8690567767.0,1.0,4.0,0.6090764999389648,1.7939168139163627e-09,7.201312756783336e-10,5081.1962890625,8390589.0,0.9766169786453247,14708821196800.0,0.00022107930075318272
50789573,8690570253.0,279685248.0,1.1247341592408513,1081042075648.0,True,8690570253.0,1.0,4.0,0.6380170583724976,8.953889493845849e-10,5.123036788354913e-10,248031264.0,31653976.0,0.9784883260726929,1081042075648.0,0.000697278280667502
50789914,8690571880.0,12836385792.0,1.1216721621918517,2056777105408.0,True,8690571880.0,1.0,4.0,0.727962076663971,3.232628629666048e-09,1.843904356516379e-09,5825151.0,12830560256.0,0.8376015424728394,2056777105408.0,3.844544840753156e-06
50790229,8690573651.0,135092464.0,1.1218864574401795,3852900237312.0,True,8690573651.0,1.0,4.0,0.37256065011024475,1.2524059689142556e-09,6.446564519881977e-10,131270024.0,3822434.0,0.9176455140113831,3852900237312.0,0.0006728750903225854
50790539,8690575554.0,3696861440.0,1.1130304313263317,901793972224.0,True,8690575554.0,1.0,4.0,0.5642601251602173,4.4629532813595486e-09,2.033724502951428e-09,3326329856.0,370531616.0,0.9065406322479248,901793972224.0,0.0002638760779645467
50790825,8690577397.0,30699252.0,1.120485830718962,4776880242688.0,True,8690577397.0,1.0,4.0,0.9933011531829834,1.255555331606048e-09,5.790426572108521e-10,10473635.0,20225616.0,0.9949119091033936,4776880242688.0,0.0007407082145229585
50791130,8690579244.0,1906458368.0,1.126201279319782,2838428909568.0,True,8690579244.0,1.0,4.0,0.524905264377594,2.5346471241404833e-09,1.3358803923362712e-09,19298880.0,1887159424.0,0.8632856011390686,2838428909568.0,0.0009189037522918021
50791448,8690580736.0,1762516224.0,1.1513456042261856,1774035533824.0,True,8690580736.0,1.0,4.0,0.636228621006012,2.628942921815342e-09,1.3139938436441625e-09,1315539840.0,446976480.0,0.8580219149589539,1774035533824.0,0.0005198679471855571
50791776,8690582212.0,176203712.0,1.1389351267116106,1001581576192.0,True,8690582212.0,1.0,4.0,0.6889353394508362,1.9395568994126307e-09,8.95507098794347e-10,171186848.0,5016866.5,0.9747052788734436,1001581576192.0,0.0006229404702877742
50792104,8690583967.0,38402940.0,1.15050227836741,14069554741248.0,True,8690583967.0,1.0,4.0,0.45439010858535767,1.120056201401694e-09,5.5213330907405e-10,1400023.75,37002916.0,0.7663640379905701,14069554741248.0,0.0009002902976788347
50792431,8690585772.0,216393536.0,1.139139130600702,1389654835200.0,True,8690585772.0,1.0,4.0,0.6288493275642395,1.1714775909090099e-09,6.090838516895171e-10,152327760.0,64065776.0,0.8642331957817078,1389654835200.0,5.173129505211492e-05
50792749,8690587478.0,997405248.0,1.1171668284365843,2139936391168.0,True,8690587478.0,1.0,4.0,0.9804621934890747,1.3761505229745108e-09,7.842197668132329e-10,808792640.0,188612560.0,0.9918124675750732,2139936391168.0,0.0008436483423987867
50793066,8690589840.0,85783776.0,1.115577338465053,21931055120384.0,True,8690589840.0,1.0,4.0,0.40269139409065247,1.8193327059906604e-09,8.11664892914915e-10,60981896.0,24801874.0,0.8384276032447815,21931055120384.0,0.0007977722607116473
50793346,8690811665.0,155681184.0,1.155171474355245,1118001168384.0,True,8690811665.0,1.0,4.0,0.6384756565093994,1.6596973769743767e-09,8.078921418208492e-10,88688616.0,66992564.0,0.913994312286377,1118001168384.0,0.0004561095862380505
50793661,8690813822.0,76990568.0,1.182562687803168,1177136660480.0,True,8690813822.0,1.0,4.0,0.3258248269557953,1.2589633443197073e-09,6.059008794517339e-10,34835872.0,42154700.0,0.8913279175758362,1177136660480.0,0.0008848741228835397
50793932,8690814871.0,1197107200.0,1.1808097093598366,4514447884288.0,True,8690814871.0,1.0,4.0,0.9420293569564819,2.054804157583177e-09,1.0684717957349524e-09,651967552.0,545139648.0,0.9624471068382263,4514447884288.0,0.0004656744923484454
50794236,8690816674.0,3999901952.0,1.1530585856569582,9975293280256.0,True,8690816674.0,1.0,4.0,0.2665025293827057,1.7603950172147536e-09,1.0352040349614126e-09,419782816.0,3580119040.0,0.7249889373779297,9975293280256.0,0.0005114467346423385
50794524,8690818693.0,49303945216.0,1.1487381949936775,10243193962496.0,True,8690818693.0,1.0,4.0,0.9720715284347534,3.297749078251173e-09,2.440786939424379e-09,86.36404418945312,49303945216.0,0.9583304524421692,10243193962496.0,0.0006397372222660883
50794822,8690820376.0,31560170.0,1.1838247024703854,29290009722880.0,True,8690820376.0,1.0,4.0,0.29373976588249207,7.90115959193087e-10,4.147440381274156e-10,21928690.0,9631481.0,0.8967538475990295,29290009722880.0,1.1102892760358696e-06
50795104,8690822182.0,41080444.0,1.2043591811423262,4117143224320.0,True,8690822182.0,1.0,4.0,0.23439188301563263,1.0464822765944826e-09,5.099796662703217e-10,16559071.0,24521374.0,0.7534772753715515,4117143224320.0,0.0009386205815825369
50795394,8690823876.0,81076928.0,1.1600461919017238,1066258726912.0,True,8690823876.0,1.0,4.0,0.7338492274284363,5.141961342277667e-10,3.2649756854907665e-10,58569764.0,22507172.0,0.9230742454528809,1066258726912.0,0.0008993543640226769
50795693,8690825420.0,4342039040.0,1.1559165461424055,920273158144.0,True,8690825420.0,1.0,4.0,0.41903358697891235,3.7127729720740937e-09,1.8458940625870839e-09,207800912.0,4134238208.0,0.7637139558792114,920273158144.0,0.0006724309335428798
50796028,8690827422.0,14875486.0,1.158448227009805,2306247229440.0,True,8690827422.0,1.0,4.0,0.34522056579589844,9.498919854903878e-10,4.686500453344334e-10,14800009.0,75477.0390625,0.9120948314666748,2306247229440.0,0.0005967030544105941
50796317,8690828903.0,24208128000.0,1.2125305247668372,8877824278528.0,True,8690828903.0,1.0,4.0,0.5726656913757324,1.7110834836372096e-09,1.3268402005626226e-09,0.018237031996250153,24208128000.0,0.8434147834777832,8877824278528.0,4.8516842186350194e-05
50796617,8690831064.0,2026829824.0,1.2043864609991362,1467270168576.0,True,8690831064.0,1.0,4.0,0.9841926693916321,3.4508597190619476e-09,1.5970282491725064e-09,460779648.0,1566050048.0,0.9973298907279968,1467270168576.0,0.0009470194037565867
50796920,8690832890.0,49467796.0,1.1969627987371751,3804856057856.0,True,8690832890.0,1.0,4.0,0.3975929915904999,6.857900107010275e-10,3.815814523941718e-10,24806032.0,24661762.0,0.8846093416213989,3804856057856.0,0.000314021033614076
50797225,8690834692.0,360500544.0,1.215329112243583,2200919605248.0,True,8690834692.0,1.0,4.0,0.8700749278068542,1.568800428563837e-09,7.82412326257151e-10,203945920.0,156554640.0,0.9976773858070374,2200919605248.0,0.0005036490452057533
50797543,8690836430.0,3103566.75,1.1821330097160332,3254195847168.0,True,8690836430.0,1.0,4.0,0.29601144790649414,6.052576589259688e-10,2.9577437928587303e-10,1170221.5,1933345.5,0.9182429313659668,3254195847168.0,0.000779118324960219
50797846,8690838608.0,3661365504.0,1.1749008109193557,6286790361088.0,True,8690838608.0,1.0,4.0,0.6024232506752014,4.7563151479897105e-09,2.2073988943096026e-09,501402080.0,3159963392.0,0.9191510677337646,6286790361088.0,0.00017935791025812522
50798138,8690840758.0,529605728.0,1.1540532223612878,968319041536.0,True,8690840758.0,1.0,4.0,0.42513298988342285,3.5127355457638847e-09,1.688493279167774e-09,7559440.0,522046304.0,0.7553077936172485,968319041536.0,0.00019481533687487761
50798445,8690842525.0,78164432.0,1.1926882526654672,1025604517888.0,True,8690842525.0,1.0,4.0,0.9216136336326599,1.105081556537944e-09,5.562947191898994e-10,73960784.0,4203642.0,0.9703882336616516,1025604517888.0,0.00023451812607126478
50798713,8690844350.0,38284852.0,1.1616803554688455,2091888803840.0,True,8690844350.0,1.0,4.0,0.7451826333999634,4.846291689489819e-10,2.8351141427305546e-10,31612960.0,6671892.5,0.9170181155204773,2091888803840.0,0.000919227033527807
50799007,8690845991.0,2018595.25,1.1881883499869046,1051475378176.0,True,8690845991.0,1.0,4.0,0.9481955766677856,9.127965452816514e-10,3.94687672550324e-10,542317.5,1476277.75,0.9881138801574707,1051475378176.0,0.0004892840820180247
50799322,8690847468.0,147164368.0,1.1625295432898604,2978865741824.0,True,8690847468.0,1.0,4.0,0.9552348852157593,5.70640160290273e-10,3.441102415840462e-10,60422.6640625,147103952.0,0.9808656573295593,2978865741824.0,0.0008617606096902892
50799615,8690848733.0,5955220480.0,1.1710766279805949,14899123060736.0,True,8690848733.0,1.0,4.0,0.8927955627441406,2.109010462358691e-09,1.3156439345080336e-09,2708.43603515625,5955217920.0,0.9102028012275696,14899123060736.0,0.0005563476995272751
50799889,8690850095.0,4122726656.0,1.155698833443659,1066258726912.0,True,8690850095.0,1.0,4.0,0.590140163898468,3.385245532153324e-09,1.8735498001621364e-09,347049152.0,3775677440.0,0.9340654611587524,1066258726912.0,0.00016437889525217078
50800185,8690851683.0,571824448.0,1.1670663965581802,1193768517632.0,True,8690851683.0,1.0,4.0,0.4149734675884247,3.857262454544207e-09,1.5994994520527067e-09,547022144.0,24802304.0,0.9174268245697021,1193768517632.0,0.00033714194942032177
50800477,8690853013.0,3124055040.0,1.2089737023881524,1725987946496.0,True,8690853013.0,1.0,4.0,0.5903538465499878,2.525157548278352e-09,1.4045011857449002e-09,419899488.0,2704155648.0,0.8050149083137512,1725987946496.0,0.0008604279771021203
50800747,8690854315.0,212697920.0,1.2074974039645516,2845820321792.0,True,8690854315.0,1.0,4.0,0.7590780854225159,2.0613043462799823e-09,9.517079784579367e-10,206481616.0,6216312.5,0.9073674082756042,2845820321792.0,0.0004244460753165981
50801067,8690856769.0,959546304.0,1.2051670770653424,7661788069888.0,True,8690856769.0,1.0,4.0,0.7815313935279846,1.2081392434793978e-09,6.989253426411055e-10,686594496.0,272951776.0,0.9856950640678406,7661788069888.0,0.00027544301568918167
50801357,8690858196.0,93347072.0,1.184624425859551,1034844110848.0,True,8690858196.0,1.0,4.0,0.9388431310653687,1.455894892986578e-09,6.788559475238505e-10,39377.08984375,93307696.0,0.995177686214447,1034844110848.0,0.0007375325138291947
50801670,8690860088.0,370749440.0,1.2085729854259397,4536625266688.0,True,8690860088.0,1.0,4.0,0.7553647756576538,9.01665039572835e-10,5.175576244473537e-10,295140672.0,75608752.0,0.9816365838050842,4536625266688.0,0.0009158711552618558
50801959,8690861465.0,697705024.0,1.1807683876305566,903641890816.0,True,8690861465.0,1.0,4.0,0.9207426309585571,2.0971954891143147e-09,1.0336093789748807e-09,397149024.0,300556032.0,0.9784964323043823,903641890816.0,3.054157140294431e-05
50802221,8690862150.0,40771476.0,1.160617492707643,95168338329600.0,True,8690862150.0,1.0,4.0,0.26134786009788513,7.872317114491668e-10,4.204582461939968e-10,133720.15625,40637756.0,0.7564761638641357,95168338329600.0,0.0006160989956388401
50802482,8691151180.0,14067269632.0,1.227468217751337,1572605263872.0,True,8691151180.0,1.0,4.0,0.3731365501880646,3.4522441124766085e-09,2.1035132876334022e-09,1646.9752197265625,14067267584.0,0.793214738368988,1572605263872.0,0.0005067023695520858
50802773,8691152658.0,176290032.0,1.2558645577532181,50662012354560.0,True,8691152658.0,1.0,4.0,0.570044994354248,1.7616752647732067e-09,8.153094386578731e-10,115105976.0,61184052.0,0.9694737195968628,50662012354560.0,0.00033637680317247
50803054,8691154067.0,26735662.0,1.2158547226855645,1519013724160.0,True,8691154067.0,1.0,4.0,0.7109667062759399,1.3593970553495226e-09,6.219911366324093e-10,31155.099609375,26704506.0,0.929857075214386,1519013724160.0,0.0009327569819696889
50803350,8691155775.0,80942336.0,1.2308223576429436,3383545561088.0,True,8691155775.0,1.0,4.0,0.9109745621681213,4.752462528441515e-10,2.8722197988801696e-10,78246584.0,2695749.75,0.9732969403266907,3383545561088.0,0.00010936703591590554
50803654,8691158196.0,27927244800.0,1.2315683834569153,1591085105152.0,True,8691158196.0,1.0,4.0,0.9860546588897705,1.6399388761870258e-09,1.2482493129606382e-09,4030028.0,27923214336.0,0.9704136252403259,1591085105152.0,0.0002534429974583135
50803899,8691159189.0,794752512.0,1.2396500385117921,1986553708544.0,True,8691159189.0,1.0,4.0,0.23937447369098663,8.676061818898392e-10,5.361045862011757e-10,452382432.0,342370048.0,0.5539734959602356,1986553708544.0,0.000618828186941645
50804171,8691160212.0,12474316800.0,1.2650248664067427,22426209484800.0,True,8691160212.0,1.0,4.0,0.95411217212677,2.0066429509373777e-09,1.215790608291653e-09,32604.748046875,12474284032.0,0.9615970849990845,22426209484800.0,0.0007706146898986111
50804465,8691161876.0,11693863.0,1.232147215549018,1142024962048.0,True,8691161876.0,1.0,4.0,0.8710739016532898,3.671569355500469e-10,2.1689907331363623e-10,5121145.5,6572717.0,0.9959112405776978,1142024962048.0,0.00014784835340583925
50804742,8691163855.0,1902646784.0,1.2475756289268216,1474662105088.0,True,8691163855.0,1.0,4.0,0.467824250459671,6.965772496278289e-10,4.796628317661444e-10,1602083200.0,300563552.0,0.9170038104057312,1474662105088.0,0.00021566472539159874
50805023,8691165186.0,294360896.0,1.215904857440528,36632128389120.0,True,8691165186.0,1.0,4.0,0.605991542339325,9.470785305766275e-10,5.431223150246065e-10,246208320.0,48152588.0,0.8582518100738525,36632128389120.0,0.0005584377512521965
50805278,8691165920.0,84439096.0,1.226800023478388,4203992317952.0,True,8691165920.0,1.0,4.0,0.7418230772018433,1.3025047738541014e-09,6.186020264617111e-10,72518656.0,11920441.0,0.9739171266555786,4203992317952.0,0.0003751116550872028
50805550,8691167399.0,109380771840.0,1.2399348557311605,3638549282816.0,True,8691167399.0,1.0,4.0,0.961479127407074,5.726879353405009e-09,4.01908038498349e-09,4303254.5,109376462848.0,0.9866172671318054,3638549282816.0,0.00022309554944059985
50805846,8691169591.0,311688192.0,1.2277744531710244,14003041468416.0,True,8691169591.0,1.0,4.0,0.19632281363010406,2.277396743245201e-09,1.0339890993141347e-09,203938304.0,107749904.0,0.5241016745567322,14003041468416.0,0.0006773893862571771
50806150,8691172059.0,1442711936.0,1.2253039921743132,6175903449088.0,True,8691172059.0,1.0,4.0,0.2542630136013031,2.74495982441761e-09,1.3311065148335643e-09,430036128.0,1012675840.0,0.6394400596618652,6175903449088.0,5.4485183702795865e-05
50806435,8691173867.0,854597120.0,1.2176998669433616,1007125331968.0,True,8691173867.0,1.0,4.0,0.5430156588554382,1.1931763934040766e-09,6.766048208095322e-10,695593984.0,159003152.0,0.6394724249839783,1007125331968.0,0.0005049992412537953
50806731,8691175263.0,9284787200.0,1.2646019116579534,2217550282752.0,True,8691175263.0,1.0,4.0,0.2957898676395416,4.283629031994491e-09,2.2782754575710037e-09,0.0009838079567998648,9284787200.0,0.6196413040161133,2217550282752.0,0.0008634418343665667
50807055,8691177275.0,46700112.0,1.2231184405361697,18670057160704.0,True,8691177275.0,1.0,4.0,0.44025909900665283,5.521689129728034e-10,3.1602397989281384e-10,18636082.0,28064030.0,0.8572666645050049,18670057160704.0,0.00041233479202268
50807359,8691179560.0,2769728000.0,1.2390830742129086,2132544454656.0,True,8691179560.0,1.0,4.0,0.7333779335021973,1.1834934591792254e-09,7.553600244465849e-10,2252242944.0,517485056.0,0.9355140328407288,2132544454656.0,7.890149593978857e-05
50807663,8691180989.0,42577132.0,1.2183993594576155,4508903538688.0,True,8691180989.0,1.0,4.0,0.6094728112220764,1.1279856870408738e-09,5.457494979449796e-10,5740.056640625,42571392.0,0.9103940725326538,4508903538688.0,0.0007119037347081318
50807981,8691183424.0,810097856.0,1.2319101851601286,1870130708480.0,True,8691183424.0,1.0,4.0,0.5583760738372803,2.7485854921219386e-09,1.268091708399078e-09,461119712.0,348978144.0,0.8862156867980957,1870130708480.0,0.0003739172586912931
50808288,8691185233.0,1709097600.0,1.2449005716345316,2500271800320.0,True,8691185233.0,1.0,4.0,0.5147038698196411,3.2403947577536115e-09,1.5097656469243281e-09,1322303232.0,386794304.0,0.8486582040786743,2500271800320.0,0.0002872740543081238
50808596,8691186835.0,32079394.0,1.2247762221161769,1123545120768.0,True,8691186835.0,1.0,4.0,0.5071029663085938,9.034571574419562e-10,4.518127815604673e-10,20266698.0,11812697.0,0.9533293843269348,1123545120768.0,0.00043783932893221456
50808903,8691189369.0,1186020096.0,1.2419102555373729,1123545120768.0,True,8691189369.0,1.0,4.0,0.7623103260993958,2.2288350316088414e-09,1.0928100986085247e-09,1157280000.0,28740024.0,0.9113132357597351,1123545120768.0,0.0004659311297863629
50809199,8691191057.0,71544930304.0,1.2511883720440773,15462638288896.0,True,8691191057.0,1.0,4.0,0.6833226680755615,2.2911947670764126e-09,1.8459465974011945e-09,3.4561073780059814,71544930304.0,0.9469263553619385,15462638288896.0,0.0002941716468479002
50809494,8691192631.0,319784864.0,1.2266173210273457,1543037517824.0,True,8691192631.0,1.0,4.0,0.72198086977005,1.0162714943446965e-09,5.697668097493624e-10,15714969.0,304069888.0,0.9717559218406677,1543037517824.0,0.000629029433833777
50809781,8691194551.0,1574202112.0,1.2287015547198012,1361935073280.0,True,8691194551.0,1.0,4.0,0.344438761472702,1.5061300279380416e-09,8.216399545299755e-10,1125794816.0,448407264.0,0.7694330811500549,1361935073280.0,0.00023744524093631373
50810082,8691196784.0,397475776.0,1.2639554190891453,981254471680.0,True,8691196784.0,1.0,4.0,0.8551342487335205,1.7194795348351303e-09,8.382876253588203e-10,242838512.0,154637264.0,0.9973079562187195,981254471680.0,0.00010472351875200371
50810350,8691198290.0,1786048384.0,1.270998276279831,52938978361344.0,True,8691198290.0,1.0,4.0,0.578147828578949,3.2158181730146917e-09,1.502024095636894e-09,1161890560.0,624157888.0,0.8718350529670715,52938978361344.0,0.0008618750763964378
50810636,8691459201.0,511173024.0,1.3084947188771383,1099521327104.0,True,8691459201.0,1.0,4.0,0.8184231519699097,8.524720985090284e-10,4.900962335549252e-10,357851360.0,153321648.0,0.9862489700317383,1099521327104.0,0.000769221700663118
50810926,8691461478.0,38271369216.0,1.2786060655414433,30154682269696.0,True,8691461478.0,1.0,4.0,0.5682395696640015,4.807187040308684e-09,2.8300543653692134e-09,0.9612933397293091,38271369216.0,0.6396446824073792,30154682269696.0,0.000615164197726046
50811209,8691462611.0,25923307520.0,1.2991943013865366,13018275512320.0,True,8691462611.0,1.0,4.0,0.900338888168335,1.0203983117352725e-09,8.502312692153211e-10,0.0005747771938331425,25923307520.0,0.8943485021591187,13018275512320.0,0.000858051352989197
50811511,8691464497.0,56423904.0,1.273937781330432,5133566476288.0,True,8691464497.0,1.0,4.0,0.35945671796798706,7.742776513990849e-10,4.192440939051928e-10,2050974.25,54372928.0,0.8446158766746521,5133566476288.0,2.578201574520296e-05
50811796,8691466267.0,4738963456.0,1.2950699768626288,1077346238464.0,True,8691466267.0,1.0,4.0,0.396543025970459,1.0872956293622755e-09,7.538598235770134e-10,1999471744.0,2739491840.0,0.5496690273284912,1077346238464.0,0.000691156705062058
50812084,8691467630.0,862100672.0,1.3093205259096514,1047779540992.0,True,8691467630.0,1.0,4.0,0.3331708312034607,4.4907363437319775e-09,1.8015373650243347e-09,832556160.0,29544542.0,0.76751708984375,1047779540992.0,0.000615435356454113
50812372,8691469363.0,19516876.0,1.3023769484023262,9751734779904.0,True,8691469363.0,1.0,4.0,0.9439694881439209,1.892884783497126e-09,7.594242512020567e-10,7297890.5,12218985.0,0.9970927834510803,9751734779904.0,0.0009303886325584148
50812677,8691470875.0,70395248.0,1.3069233704519583,940600262656.0,True,8691470875.0,1.0,4.0,0.3652191758155823,7.362335407539907e-10,3.9918863266998086e-10,49568564.0,20826682.0,0.567667543888092,940600262656.0,0.00054926244567779
50812961,8691472937.0,1862403328.0,1.2947912030333986,10806709190656.0,True,8691472937.0,1.0,4.0,0.6334286332130432,1.3292647245308685e-09,7.540117823127395e-10,76528616.0,1785874688.0,0.7820226550102234,10806709190656.0,0.0006349974001492901
50813267,8691474713.0,18617100.0,1.2995996518220547,4290841411584.0,True,8691474713.0,1.0,4.0,0.6731322407722473,6.249452108606502e-10,3.282080013059682e-10,10474.5625,18606626.0,0.9746098518371582,4290841411584.0,3.7343307709858514e-05
50813527,8691475418.0,285325472.0,1.2996435768828998,33892358684672.0,True,8691475418.0,1.0,4.0,0.9517735242843628,2.1921623750736364e-09,1.009787656853601e-09,92587240.0,192738256.0,0.9717817902565002,33892358684672.0,0.00038239554233853405
50813810,8691476989.0,331752704.0,1.303036733751978,9493072052224.0,True,8691476989.0,1.0,4.0,0.284426748752594,1.4635501210107207e-09,7.342408872854725e-10,232253792.0,99498904.0,0.7523238658905029,9493072052224.0,0.0009164410550568206
50814087,8691478122.0,1629294208.0,1.3039356741000816,2302551523328.0,True,8691478122.0,1.0,4.0,0.7375466823577881,8.45638627522962e-10,5.237495417666369e-10,467944224.0,1161350016.0,0.9841612577438354,2302551523328.0,0.0006225515998725197
50814339,8691479271.0,58750216.0,1.2916527316768711,1541189533696.0,True,8691479271.0,1.0,4.0,0.6540825366973877,1.0413883106472686e-09,5.243412107617138e-10,37224164.0,21526054.0,0.9849340915679932,1541189533696.0,0.0009148868713882178
50814625,8691480657.0,3275473152.0,1.2755193067310624,8778049650688.0,True,8691480657.0,1.0,4.0,0.7099565267562866,3.411531534321087e-09,1.7020723767429473e-09,1764648064.0,1510825088.0,0.8742862343788147,8778049650688.0,0.00022565985514436327
50814922,8691482685.0,4744065536.0,1.2813481077916808,17055261655040.0,True,8691482685.0,1.0,4.0,0.25467047095298767,9.782884292865339e-09,3.763524277506306e-09,3839632640.0,904433152.0,0.6761593222618103,17055261655040.0,0.00028782941253180784
50815202,8691484484.0,194432048.0,1.2904716245315315,2138088407040.0,True,8691484484.0,1.0,4.0,0.9545615911483765,4.105116179790968e-10,2.820288146159901e-10,136134624.0,58297416.0,0.9889118075370789,2138088407040.0,0.0007225609014362357
50815499,8691486270.0,17069242368.0,1.3056807606969913,11222417145856.0,True,8691486270.0,1.0,4.0,0.5028843879699707,3.1362727452436552e-09,1.8526021283406895e-09,0.0016059480840340257,17069242368.0,0.7126327753067017,11222417145856.0,0.0005297721971880995
50815773,8691487605.0,53257760.0,1.3047645780682218,7940853465088.0,True,8691487605.0,1.0,4.0,0.4542997479438782,9.223186186369967e-10,4.748710854516376e-10,27755406.0,25502350.0,0.7172085046768188,7940853465088.0,0.0008999597152354921
50816057,8691488956.0,133113056.0,1.3245861484508894,7512090738688.0,True,8691488956.0,1.0,4.0,0.5986456871032715,1.1160397012915585e-09,5.702920604955618e-10,101506568.0,31606494.0,0.9506629109382629,7512090738688.0,0.00025410665692417227
50816351,8691491113.0,1662967680.0,1.262131534889364,12100022829056.0,True,8691491113.0,1.0,4.0,0.9923128485679626,2.436735724992305e-09,1.2614187633038866e-09,1469087232.0,193880496.0,0.9898713827133179,12100022829056.0,0.0004194699374556387
50816630,8691492614.0,22407836.0,1.269967936151272,2962235064320.0,True,8691492614.0,1.0,4.0,0.589054524898529,1.1013698080162334e-09,5.222534283111139e-10,21062272.0,1345564.25,0.9569817185401917,2962235064320.0,0.00037893302588319064
50816914,8691493983.0,27187838976.0,1.314848456386711,2272985874432.0,True,8691493983.0,1.0,4.0,0.41126298904418945,3.941483230973961e-09,2.4591509236633394e-09,0.6771969199180603,27187838976.0,0.659290075302124,2272985874432.0,0.0004282495581546087
50817213,8691495562.0,635460096.0,1.2833745886555747,1284319739904.0,True,8691495562.0,1.0,4.0,0.6635674238204956,1.796284031390942e-09,9.200437837532794e-10,574552128.0,60908016.0,0.882249116897583,1284319739904.0,0.0005293506335888777
50817512,8691497200.0,3823212288.0,1.2667150943621142,2457771180032.0,True,8691497200.0,1.0,4.0,0.8017690777778625,2.1663926309031654e-09,1.1923105995750514e-09,3101933568.0,721278912.0,0.9414545297622681,2457771180032.0,0.000649176101425383
50817814,8691498911.0,244407520.0,1.3053507249893754,10280145780736.0,True,8691498911.0,1.0,4.0,0.4384310841560364,1.0668579897375665e-09,5.712971814445331e-10,175279584.0,69127952.0,0.8542848229408264,10280145780736.0,0.00036832887403281055
50818105,8691499970.0,25603994.0,1.295564490034283,5462530981888.0,True,8691499970.0,1.0,4.0,0.9377029538154602,7.138478770716036e-10,3.7705664003170564e-10,19413484.0,6190511.0,0.9971429705619812,5462530981888.0,3.4944556882475764e-05
50818364,8691501235.0,174503216.0,1.304583516873131,8009233727488.0,True,8691501235.0,1.0,4.0,0.3375188708305359,1.027681561998246e-09,5.4106845546625e-10,1497453.25,173005760.0,0.7338725924491882,8009233727488.0,0.0008261423998144113
50818657,8691502917.0,50237952.0,1.2905684565506905,2127000502272.0,True,8691502917.0,1.0,4.0,0.09814126044511795,1.2834667926195835e-09,6.031619757717039e-10,31714934.0,18523020.0,0.6007614135742188,2127000502272.0,0.00045912320012891895
50818950,8691504497.0,29844150.0,1.2749010846535431,2193527930880.0,True,8691504497.0,1.0,4.0,0.9879990220069885,3.731464724807622e-10,2.3258043779137915e-10,11470.0927734375,29832682.0,0.9970865845680237,2193527930880.0,3.1171926715749464e-05
50819257,8691506165.0,2099452544.0,1.3111007576155114,1260295946240.0,True,8691506165.0,1.0,4.0,0.2973354756832123,2.0411196495954135e-09,1.237819736737766e-09,875473408.0,1223979008.0,0.7949076890945435,1260295946240.0,0.00044374807434376676
50819543,8691507765.0,125519128.0,1.3025381346291396,3926814359552.0,True,8691507765.0,1.0,4.0,0.5742554664611816,7.29870764413119e-10,4.066119628150899e-10,55686284.0,69832848.0,0.788096010684967,3926814359552.0,0.0004266469431439996
